problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
medium,10,19,913.47,Recursive async,False
medium,10,19,473.02,Synchronization with thread director,False
medium,10,19,53.43,Recursive C++ for_each,False
medium,10,19,72.92,Using C++ tasks,False
medium,10,19,788.6,Sequential,False
medium,10,19,72.08,Using C++ for_each,False
medium,10,19,72.2,C++ any_of,False
medium,10,19,72.5,Using C++ async,False
medium,10,40,28.59,Recursive async,True
medium,10,40,20.55,Recursive C++ for_each,True
medium,10,40,15.23,Synchronization with thread director,True
medium,10,40,2.53,Using C++ async,True
medium,10,40,2.47,Using C++ tasks,True
medium,10,40,51.91,Sequential,True
medium,10,40,2.53,Using C++ for_each,True
medium,10,40,2.25,C++ any_of,True
medium,10,4,817.99,Sequential,True
medium,10,4,9.2,Recursive C++ for_each,True
medium,10,4,23.63,Using C++ tasks,True
medium,10,4,152.08,Recursive async,True
medium,10,4,23.73,Using C++ async,True
medium,10,4,62.68,Synchronization with thread director,True
medium,10,4,23.46,Using C++ for_each,True
medium,10,4,23.34,C++ any_of,True
medium,10,33,66.38,Recursive C++ for_each,True
medium,10,33,4.24,Using C++ for_each,True
medium,10,33,110.73,Using C++ tasks,True
medium,10,33,4.2,C++ any_of,True
medium,10,33,54.96,Sequential,True
medium,10,33,599.68,Recursive async,True
medium,10,33,4.46,Using C++ async,True
medium,10,33,44.66,Synchronization with thread director,True
medium,10,21,101.13,Using C++ async,False
medium,10,21,74.59,Recursive C++ for_each,False
medium,10,21,105.17,Using C++ for_each,False
medium,10,21,1059.76,Sequential,False
medium,10,21,1246.88,Recursive async,False
medium,10,21,101.65,Using C++ tasks,False
medium,10,21,106.0,C++ any_of,False
medium,10,21,711.46,Synchronization with thread director,False
medium,10,24,674.93,Sequential,False
medium,10,24,69.49,Using C++ async,False
medium,10,24,310.07,Synchronization with thread director,False
medium,10,24,782.36,Recursive async,False
medium,10,24,45.93,Recursive C++ for_each,False
medium,10,24,73.19,Using C++ tasks,False
medium,10,24,69.34,C++ any_of,False
medium,10,24,69.21,Using C++ for_each,False
medium,10,3,41.13,Synchronization with thread director,True
medium,10,3,15.65,Sequential,True
medium,10,3,15.87,Recursive C++ for_each,True
medium,10,3,213.83,Recursive async,True
medium,10,3,0.85,C++ any_of,True
medium,10,3,1.14,Using C++ tasks,True
medium,10,3,0.86,Using C++ for_each,True
medium,10,3,1.04,Using C++ async,True
medium,10,7,5.58,C++ any_of,True
medium,10,7,10.33,Recursive C++ for_each,True
medium,10,7,97.21,Sequential,True
medium,10,7,9.12,Synchronization with thread director,True
medium,10,7,5.6,Using C++ for_each,True
medium,10,7,5.65,Using C++ tasks,True
medium,10,7,360.54,Recursive async,True
medium,10,7,5.76,Using C++ async,True
medium,10,42,225.63,Using C++ for_each,False
medium,10,42,1563.83,Sequential,False
medium,10,42,226.91,Using C++ tasks,False
medium,10,42,763.88,Synchronization with thread director,False
medium,10,42,228.8,Using C++ async,False
medium,10,42,1895.89,Recursive async,False
medium,10,42,104.95,Recursive C++ for_each,False
medium,10,42,225.86,C++ any_of,False
medium,10,2,30.5,Synchronization with thread director,True
medium,10,2,0.68,C++ any_of,True
medium,10,2,0.88,Using C++ tasks,True
medium,10,2,6.2,Recursive C++ for_each,True
medium,10,2,0.61,Using C++ for_each,True
medium,10,2,0.86,Using C++ async,True
medium,10,2,14.0,Sequential,True
medium,10,2,136.09,Recursive async,True
medium,10,29,21.23,C++ any_of,True
medium,10,29,170.36,Sequential,True
medium,10,29,21.23,Using C++ tasks,True
medium,10,29,79.42,Recursive C++ for_each,True
medium,10,29,40.92,Synchronization with thread director,True
medium,10,29,21.15,Using C++ async,True
medium,10,29,1179.33,Recursive async,True
medium,10,29,21.35,Using C++ for_each,True
medium,10,0,55.5,Recursive C++ for_each,False
medium,10,0,84.88,Using C++ for_each,False
medium,10,0,937.89,Recursive async,False
medium,10,0,476.35,Synchronization with thread director,False
medium,10,0,84.93,C++ any_of,False
medium,10,0,88.37,Using C++ tasks,False
medium,10,0,86.21,Using C++ async,False
medium,10,0,809.16,Sequential,False
medium,10,13,17.92,Sequential,True
medium,10,13,2.85,C++ any_of,True
medium,10,13,3.35,Recursive C++ for_each,True
medium,10,13,29.91,Synchronization with thread director,True
medium,10,13,3.09,Using C++ async,True
medium,10,13,27.24,Recursive async,True
medium,10,13,2.98,Using C++ for_each,True
medium,10,13,3.01,Using C++ tasks,True
medium,10,16,78.68,Using C++ tasks,False
medium,10,16,78.54,Using C++ for_each,False
medium,10,16,869.26,Sequential,False
medium,10,16,1028.96,Recursive async,False
medium,10,16,87.65,C++ any_of,False
medium,10,16,288.08,Synchronization with thread director,False
medium,10,16,60.54,Recursive C++ for_each,False
medium,10,16,78.57,Using C++ async,False
medium,10,20,192.31,Sequential,True
medium,10,20,40.82,Recursive C++ for_each,True
medium,10,20,106.89,Synchronization with thread director,True
medium,10,20,20.89,Using C++ tasks,True
medium,10,20,20.5,C++ any_of,True
medium,10,20,20.67,Using C++ async,True
medium,10,20,20.31,Using C++ for_each,True
medium,10,20,878.65,Recursive async,True
medium,10,18,1.01,Using C++ for_each,True
medium,10,18,1.08,Using C++ tasks,True
medium,10,18,9.42,Sequential,True
medium,10,18,169.6,Recursive async,True
medium,10,18,10.22,Synchronization with thread director,True
medium,10,18,0.89,C++ any_of,True
medium,10,18,39.77,Recursive C++ for_each,True
medium,10,18,1.08,Using C++ async,True
medium,10,5,21.48,Using C++ tasks,True
medium,10,5,21.46,Using C++ for_each,True
medium,10,5,21.6,Using C++ async,True
medium,10,5,401.55,Sequential,True
medium,10,5,1.09,Recursive C++ for_each,True
medium,10,5,976.64,Recursive async,True
medium,10,5,17.03,Synchronization with thread director,True
medium,10,5,21.61,C++ any_of,True
medium,10,15,4.95,Using C++ tasks,True
medium,10,15,0.31,C++ any_of,True
medium,10,15,0.19,Using C++ for_each,True
medium,10,15,165.63,Recursive async,True
medium,10,15,75.38,Recursive C++ for_each,True
medium,10,15,2.8,Synchronization with thread director,True
medium,10,15,2.86,Sequential,True
medium,10,15,0.39,Using C++ async,True
medium,10,17,18.03,Using C++ for_each,True
medium,10,17,39.66,Sequential,True
medium,10,17,1.98,Using C++ async,True
medium,10,17,1.87,Using C++ tasks,True
medium,10,17,0.81,Recursive C++ for_each,True
medium,10,17,47.07,Recursive async,True
medium,10,17,1.66,C++ any_of,True
medium,10,17,6.81,Synchronization with thread director,True
medium,10,37,883.98,Sequential,False
medium,10,37,91.47,Using C++ async,False
medium,10,37,93.28,C++ any_of,False
medium,10,37,510.72,Synchronization with thread director,False
medium,10,37,62.98,Recursive C++ for_each,False
medium,10,37,103.14,Using C++ tasks,False
medium,10,37,91.07,Using C++ for_each,False
medium,10,37,1100.4,Recursive async,False
medium,10,22,646.28,Recursive async,True
medium,10,22,7.01,Using C++ for_each,True
medium,10,22,6.85,C++ any_of,True
medium,10,22,13.62,Recursive C++ for_each,True
medium,10,22,8.26,Synchronization with thread director,True
medium,10,22,324.55,Sequential,True
medium,10,22,14.97,Using C++ async,True
medium,10,22,14.94,Using C++ tasks,True
medium,10,23,27.98,Using C++ for_each,True
medium,10,23,35.23,C++ any_of,True
medium,10,23,25.99,Synchronization with thread director,True
medium,10,23,27.64,Using C++ tasks,True
medium,10,23,11.43,Recursive C++ for_each,True
medium,10,23,27.52,Using C++ async,True
medium,10,23,485.01,Sequential,True
medium,10,23,744.72,Recursive async,True
medium,10,25,95.03,Using C++ async,False
medium,10,25,95.12,Using C++ tasks,False
medium,10,25,94.85,C++ any_of,False
medium,10,25,75.02,Recursive C++ for_each,False
medium,10,25,94.82,Using C++ for_each,False
medium,10,25,1107.28,Sequential,False
medium,10,25,1315.53,Recursive async,False
medium,10,25,778.18,Synchronization with thread director,False
medium,10,27,11.09,Sequential,True
medium,10,27,36.7,Recursive C++ for_each,True
medium,10,27,0.85,Using C++ async,True
medium,10,27,27.7,Synchronization with thread director,True
medium,10,27,0.88,Using C++ for_each,True
medium,10,27,0.54,C++ any_of,True
medium,10,27,0.85,Using C++ tasks,True
medium,10,27,445.47,Recursive async,True
medium,10,26,1.11,Using C++ for_each,True
medium,10,26,225.09,Recursive async,True
medium,10,26,1.03,C++ any_of,True
medium,10,26,10.82,Sequential,True
medium,10,26,12.62,Synchronization with thread director,True
medium,10,26,1.13,Using C++ tasks,True
medium,10,26,45.72,Recursive C++ for_each,True
medium,10,26,1.38,Using C++ async,True
medium,10,14,99.01,C++ any_of,False
medium,10,14,1292.83,Recursive async,False
medium,10,14,753.06,Synchronization with thread director,False
medium,10,14,73.36,Recursive C++ for_each,False
medium,10,14,1087.13,Sequential,False
medium,10,14,93.04,Using C++ for_each,False
medium,10,14,95.06,Using C++ tasks,False
medium,10,14,89.4,Using C++ async,False
medium,10,28,949.0,Recursive async,True
medium,10,28,15.13,Using C++ for_each,True
medium,10,28,20.02,Synchronization with thread director,True
medium,10,28,4.0,C++ any_of,True
medium,10,28,74.95,Sequential,True
medium,10,28,7.5,Using C++ async,True
medium,10,28,7.96,Using C++ tasks,True
medium,10,28,32.76,Recursive C++ for_each,True
medium,100,49,1319.96,Recursive async,True
medium,100,49,580.07,Using C++ for_each,True
medium,100,49,579.78,C++ any_of,True
medium,100,49,548.16,Recursive C++ for_each,True
medium,100,49,580.16,Using C++ tasks,True
medium,100,49,10360.4,Sequential,True
medium,100,49,4080.01,Synchronization with thread director,True
medium,100,49,580.04,Using C++ async,True
medium,100,48,206.51,Synchronization with thread director,True
medium,100,48,2454.3,Sequential,True
medium,100,48,98.66,Using C++ tasks,True
medium,100,48,1021.75,Recursive async,True
medium,100,48,98.49,Using C++ for_each,True
medium,100,48,309.02,Recursive C++ for_each,True
medium,100,48,98.38,C++ any_of,True
medium,100,48,98.74,Using C++ async,True
medium,100,45,28.18,Synchronization with thread director,True
medium,100,45,11.41,Using C++ tasks,True
medium,100,45,159.76,Recursive async,True
medium,100,45,80.57,Sequential,True
medium,100,45,11.51,C++ any_of,True
medium,100,45,11.53,Using C++ for_each,True
medium,100,45,11.52,Using C++ async,True
medium,100,45,195.47,Recursive C++ for_each,True
medium,100,43,8966.05,Sequential,False
medium,100,43,771.97,Using C++ async,False
medium,100,43,2857.69,Synchronization with thread director,False
medium,100,43,771.59,Using C++ tasks,False
medium,100,43,771.4,C++ any_of,False
medium,100,43,838.57,Using C++ for_each,False
medium,100,43,507.6,Recursive C++ for_each,False
medium,100,43,1296.98,Recursive async,False
medium,100,41,61.32,Recursive C++ for_each,True
medium,100,41,158.37,Recursive async,True
medium,100,41,27.18,Synchronization with thread director,True
medium,100,41,8.81,Using C++ async,True
medium,100,41,79.05,Sequential,True
medium,100,41,8.78,C++ any_of,True
medium,100,41,8.89,Using C++ tasks,True
medium,100,41,8.71,Using C++ for_each,True
medium,100,39,905.09,Using C++ for_each,False
medium,100,39,860.16,Using C++ async,False
medium,100,39,1782.2,Synchronization with thread director,False
medium,100,39,860.3,Using C++ tasks,False
medium,100,39,860.33,C++ any_of,False
medium,100,39,1539.08,Recursive async,False
medium,100,39,10510.4,Sequential,False
medium,100,39,602.29,Recursive C++ for_each,False
medium,100,38,137.82,Synchronization with thread director,True
medium,100,38,422.91,Using C++ tasks,True
medium,100,38,422.54,Using C++ for_each,True
medium,100,38,4317.86,Sequential,True
medium,100,38,423.32,Using C++ async,True
medium,100,38,422.79,C++ any_of,True
medium,100,38,982.73,Recursive async,True
medium,100,38,226.22,Recursive C++ for_each,True
medium,100,36,70.99,C++ any_of,True
medium,100,36,120.47,Using C++ for_each,True
medium,100,36,106.93,Recursive C++ for_each,True
medium,100,36,30.7,Synchronization with thread director,True
medium,100,36,703.43,Sequential,True
medium,100,36,60.55,Recursive async,True
medium,100,36,68.4,Using C++ tasks,True
medium,100,36,68.36,Using C++ async,True
medium,100,44,5798.97,Sequential,False
medium,100,44,727.21,C++ any_of,False
medium,100,44,1720.82,Synchronization with thread director,False
medium,100,44,727.3,Using C++ tasks,False
medium,100,44,727.32,Using C++ async,False
medium,100,44,727.12,Using C++ for_each,False
medium,100,44,346.81,Recursive C++ for_each,False
medium,100,44,833.5,Recursive async,False
medium,100,35,858.17,Using C++ async,False
medium,100,35,856.13,Using C++ for_each,False
medium,100,35,1160.74,Recursive async,False
medium,100,35,2553.62,Synchronization with thread director,False
medium,100,35,8036.75,Sequential,False
medium,100,35,857.94,Using C++ tasks,False
medium,100,35,451.75,Recursive C++ for_each,False
medium,100,35,857.71,C++ any_of,False
medium,100,46,2423.31,Using C++ for_each,False
medium,100,46,2030.35,Recursive async,False
medium,100,46,781.86,Recursive C++ for_each,False
medium,100,46,1619.11,Synchronization with thread director,False
medium,100,46,2423.18,Using C++ async,False
medium,100,46,2423.35,C++ any_of,False
medium,100,46,13681.4,Sequential,False
medium,100,46,2423.07,Using C++ tasks,False
medium,100,34,3.42,Using C++ for_each,True
medium,100,34,389.33,Recursive async,True
medium,100,34,3.34,C++ any_of,True
medium,100,34,394.07,Recursive C++ for_each,True
medium,100,34,3.46,Using C++ async,True
medium,100,34,3.33,Using C++ tasks,True
medium,100,34,25.21,Sequential,True
medium,100,34,16.88,Synchronization with thread director,True
medium,100,32,151.35,C++ any_of,True
medium,100,32,2346.81,Sequential,True
medium,100,32,445.23,Recursive C++ for_each,True
medium,100,32,151.33,Using C++ tasks,True
medium,100,32,956.31,Synchronization with thread director,True
medium,100,32,151.29,Using C++ async,True
medium,100,32,151.27,Using C++ for_each,True
medium,100,32,387.49,Recursive async,True
medium,100,31,882.95,Using C++ tasks,False
medium,100,31,6198.63,Sequential,False
medium,100,31,899.37,Recursive async,False
medium,100,31,883.05,Using C++ async,False
medium,100,31,883.06,Using C++ for_each,False
medium,100,31,882.6,C++ any_of,False
medium,100,31,1101.54,Synchronization with thread director,False
medium,100,31,360.86,Recursive C++ for_each,False
medium,100,30,443.44,Using C++ async,True
medium,100,30,4913.28,Sequential,True
medium,100,30,443.44,Using C++ for_each,True
medium,100,30,169.39,Synchronization with thread director,True
medium,100,30,443.25,Using C++ tasks,True
medium,100,30,347.96,Recursive async,True
medium,100,30,443.21,C++ any_of,True
medium,100,30,210.85,Recursive C++ for_each,True
medium,100,10,45.97,Using C++ for_each,True
medium,100,10,47.88,Recursive C++ for_each,True
medium,100,10,93.48,C++ any_of,True
medium,100,10,24.34,Synchronization with thread director,True
medium,100,10,46.0,Using C++ tasks,True
medium,100,10,1102.47,Sequential,True
medium,100,10,520.83,Recursive async,True
medium,100,10,46.09,Using C++ async,True
medium,100,9,271.45,Recursive C++ for_each,True
medium,100,9,159.39,Using C++ tasks,True
medium,100,9,159.37,Using C++ async,True
medium,100,9,28.22,Synchronization with thread director,True
medium,100,9,159.24,C++ any_of,True
medium,100,9,799.36,Sequential,True
medium,100,9,159.17,Using C++ for_each,True
medium,100,9,813.71,Recursive async,True
medium,100,12,65.18,Recursive C++ for_each,True
medium,100,12,1030.72,Sequential,True
medium,100,12,146.22,C++ any_of,True
medium,100,12,146.29,Using C++ tasks,True
medium,100,12,146.12,Using C++ async,True
medium,100,12,146.12,Using C++ for_each,True
medium,100,12,38.27,Synchronization with thread director,True
medium,100,12,458.54,Recursive async,True
medium,100,47,800.38,Sequential,True
medium,100,47,1413.16,Recursive async,True
medium,100,47,58.13,Using C++ tasks,True
medium,100,47,30.38,Using C++ for_each,True
medium,100,47,81.72,Using C++ async,True
medium,100,47,30.27,C++ any_of,True
medium,100,47,608.02,Recursive C++ for_each,True
medium,100,47,33.34,Synchronization with thread director,True
medium,100,11,1101.13,Sequential,True
medium,100,11,393.85,Recursive async,True
medium,100,11,43.45,Using C++ for_each,True
medium,100,11,43.36,C++ any_of,True
medium,100,11,43.68,Using C++ tasks,True
medium,100,11,26.55,Recursive C++ for_each,True
medium,100,11,15.19,Synchronization with thread director,True
medium,100,11,43.44,Using C++ async,True
medium,100,1,179.67,Recursive C++ for_each,True
medium,100,1,4.34,Recursive async,True
medium,100,1,2.15,C++ any_of,True
medium,100,1,2.14,Using C++ for_each,True
medium,100,1,2.22,Using C++ tasks,True
medium,100,1,11.33,Sequential,True
medium,100,1,2.2,Using C++ async,True
medium,100,1,3.56,Synchronization with thread director,True
medium,100,8,15.73,Using C++ async,True
medium,100,8,22.39,C++ any_of,True
medium,100,8,10.7,Synchronization with thread director,True
medium,100,8,15.91,Using C++ tasks,True
medium,100,8,231.7,Sequential,True
medium,100,8,8.77,Using C++ for_each,True
medium,100,8,276.68,Recursive async,True
medium,100,8,317.54,Recursive C++ for_each,True
medium,100,6,783.92,Using C++ async,False
medium,100,6,10993.0,Sequential,False
medium,100,6,782.9,C++ any_of,False
medium,100,6,995.22,Using C++ for_each,False
medium,100,6,1623.6,Recursive async,False
medium,100,6,592.15,Recursive C++ for_each,False
medium,100,6,782.94,Using C++ tasks,False
medium,100,6,1710.8,Synchronization with thread director,False
medium,100,19,1104.05,Recursive async,False
medium,100,19,458.41,Recursive C++ for_each,False
medium,100,19,7665.28,Sequential,False
medium,100,19,692.54,Using C++ async,False
medium,100,19,767.58,Using C++ for_each,False
medium,100,19,2793.79,Synchronization with thread director,False
medium,100,19,692.42,Using C++ tasks,False
medium,100,19,693.16,C++ any_of,False
medium,100,40,506.18,Sequential,True
medium,100,40,41.87,Using C++ tasks,True
medium,100,40,21.8,Using C++ async,True
medium,100,40,21.81,C++ any_of,True
medium,100,40,165.24,Recursive C++ for_each,True
medium,100,40,99.33,Synchronization with thread director,True
medium,100,40,21.77,Using C++ for_each,True
medium,100,40,254.02,Recursive async,True
medium,100,4,223.88,Using C++ for_each,True
medium,100,4,533.7,Recursive async,True
medium,100,4,223.54,Using C++ tasks,True
medium,100,4,66.48,Recursive C++ for_each,True
medium,100,4,223.62,C++ any_of,True
medium,100,4,7967.05,Sequential,True
medium,100,4,223.63,Using C++ async,True
medium,100,4,589.75,Synchronization with thread director,True
medium,100,33,38.32,C++ any_of,True
medium,100,33,38.42,Using C++ tasks,True
medium,100,33,38.19,Using C++ for_each,True
medium,100,33,487.13,Recursive async,True
medium,100,33,215.91,Synchronization with thread director,True
medium,100,33,38.36,Using C++ async,True
medium,100,33,561.75,Recursive C++ for_each,True
medium,100,33,537.68,Sequential,True
medium,100,21,970.1,Using C++ tasks,False
medium,100,21,1012.82,C++ any_of,False
medium,100,21,1209.66,Synchronization with thread director,False
medium,100,21,10292.0,Sequential,False
medium,100,21,674.18,Recursive C++ for_each,False
medium,100,21,970.84,Using C++ async,False
medium,100,21,970.57,Using C++ for_each,False
medium,100,21,1526.17,Recursive async,False
medium,100,24,666.41,C++ any_of,False
medium,100,24,389.89,Recursive C++ for_each,False
medium,100,24,6553.93,Sequential,False
medium,100,24,666.6,Using C++ tasks,False
medium,100,24,949.58,Recursive async,False
medium,100,24,1009.04,Synchronization with thread director,False
medium,100,24,666.69,Using C++ for_each,False
medium,100,24,734.96,Using C++ async,False
medium,100,3,102.6,Synchronization with thread director,True
medium,100,3,122.26,Recursive C++ for_each,True
medium,100,3,402.68,Recursive async,True
medium,100,3,7.54,Using C++ async,True
medium,100,3,7.21,C++ any_of,True
medium,100,3,7.16,Using C++ for_each,True
medium,100,3,7.45,Using C++ tasks,True
medium,100,3,151.92,Sequential,True
medium,100,7,52.41,Using C++ async,True
medium,100,7,397.04,Recursive async,True
medium,100,7,85.22,Recursive C++ for_each,True
medium,100,7,67.32,Synchronization with thread director,True
medium,100,7,52.45,Using C++ tasks,True
medium,100,7,52.33,C++ any_of,True
medium,100,7,52.39,Using C++ for_each,True
medium,100,7,951.44,Sequential,True
medium,100,42,2177.39,C++ any_of,False
medium,100,42,2177.34,Using C++ async,False
medium,100,42,2276.68,Recursive async,False
medium,100,42,832.11,Recursive C++ for_each,False
medium,100,42,4840.7,Synchronization with thread director,False
medium,100,42,2176.6,Using C++ for_each,False
medium,100,42,15134.9,Sequential,False
medium,100,42,2179.95,Using C++ tasks,False
medium,100,2,5.94,Using C++ tasks,True
medium,100,2,51.85,Recursive C++ for_each,True
medium,100,2,575.12,Recursive async,True
medium,100,2,75.33,Synchronization with thread director,True
medium,100,2,136.99,Sequential,True
medium,100,2,5.9,Using C++ async,True
medium,100,2,5.74,Using C++ for_each,True
medium,100,2,5.77,C++ any_of,True
medium,100,29,124.85,Synchronization with thread director,True
medium,100,29,201.19,Using C++ for_each,True
medium,100,29,632.12,Recursive async,True
medium,100,29,236.91,Using C++ tasks,True
medium,100,29,201.04,C++ any_of,True
medium,100,29,626.52,Recursive C++ for_each,True
medium,100,29,201.03,Using C++ async,True
medium,100,29,1662.81,Sequential,True
medium,100,0,1139.37,Recursive async,False
medium,100,0,821.26,C++ any_of,False
medium,100,0,480.68,Recursive C++ for_each,False
medium,100,0,2892.1,Synchronization with thread director,False
medium,100,0,821.63,Using C++ tasks,False
medium,100,0,820.74,Using C++ for_each,False
medium,100,0,821.57,Using C++ async,False
medium,100,0,7841.31,Sequential,False
medium,100,13,113.08,Synchronization with thread director,True
medium,100,13,174.84,Sequential,True
medium,100,13,27.96,Recursive C++ for_each,True
medium,100,13,27.79,Using C++ tasks,True
medium,100,13,27.79,Using C++ async,True
medium,100,13,27.53,Using C++ for_each,True
medium,100,13,27.52,C++ any_of,True
medium,100,13,139.94,Recursive async,True
medium,100,16,754.65,Using C++ async,False
medium,100,16,754.6,Using C++ for_each,False
medium,100,16,3191.67,Synchronization with thread director,False
medium,100,16,8443.3,Sequential,False
medium,100,16,754.87,C++ any_of,False
medium,100,16,1235.02,Recursive async,False
medium,100,16,805.45,Using C++ tasks,False
medium,100,16,475.69,Recursive C++ for_each,False
medium,100,20,268.3,C++ any_of,True
medium,100,20,1877.48,Sequential,True
medium,100,20,1056.89,Recursive async,True
medium,100,20,195.26,Using C++ async,True
medium,100,20,194.62,Using C++ tasks,True
medium,100,20,268.27,Using C++ for_each,True
medium,100,20,527.63,Recursive C++ for_each,True
medium,100,20,408.51,Synchronization with thread director,True
medium,100,18,95.39,Recursive async,True
medium,100,18,90.96,Sequential,True
medium,100,18,7.82,Using C++ for_each,True
medium,100,18,53.91,Synchronization with thread director,True
medium,100,18,7.84,Using C++ async,True
medium,100,18,7.72,Using C++ tasks,True
medium,100,18,325.96,Recursive C++ for_each,True
medium,100,18,7.79,C++ any_of,True
medium,100,5,1168.55,Recursive async,True
medium,100,5,205.3,Using C++ for_each,True
medium,100,5,112.96,Recursive C++ for_each,True
medium,100,5,205.32,Using C++ tasks,True
medium,100,5,148.94,Synchronization with thread director,True
medium,100,5,205.13,Using C++ async,True
medium,100,5,3922.22,Sequential,True
medium,100,5,205.38,C++ any_of,True
medium,100,15,5.64,Using C++ tasks,True
medium,100,15,155.93,Sequential,True
medium,100,15,19.08,Synchronization with thread director,True
medium,100,15,1.81,C++ any_of,True
medium,100,15,43.79,Recursive async,True
medium,100,15,1.99,Using C++ async,True
medium,100,15,1.77,Using C++ for_each,True
medium,100,15,513.11,Recursive C++ for_each,True
medium,100,17,154.02,Using C++ for_each,True
medium,100,17,15.6,C++ any_of,True
medium,100,17,120.19,Recursive async,True
medium,100,17,27.49,Using C++ async,True
medium,100,17,387.36,Sequential,True
medium,100,17,50.52,Synchronization with thread director,True
medium,100,17,209.89,Recursive C++ for_each,True
medium,100,17,30.68,Using C++ tasks,True
medium,100,37,8568.98,Sequential,False
medium,100,37,874.58,Using C++ async,False
medium,100,37,493.6,Recursive C++ for_each,False
medium,100,37,876.58,C++ any_of,False
medium,100,37,875.13,Using C++ tasks,False
medium,100,37,2762.01,Synchronization with thread director,False
medium,100,37,874.39,Using C++ for_each,False
medium,100,37,1251.05,Recursive async,False
medium,100,22,133.94,C++ any_of,True
medium,100,22,68.53,Synchronization with thread director,True
medium,100,22,3180.08,Sequential,True
medium,100,22,65.54,Using C++ for_each,True
medium,100,22,88.46,Using C++ async,True
medium,100,22,785.64,Recursive async,True
medium,100,22,130.18,Using C++ tasks,True
medium,100,22,116.37,Recursive C++ for_each,True
medium,100,23,265.15,Using C++ tasks,True
medium,100,23,913.94,Recursive async,True
medium,100,23,354.26,C++ any_of,True
medium,100,23,93.97,Recursive C++ for_each,True
medium,100,23,145.41,Synchronization with thread director,True
medium,100,23,265.1,Using C++ async,True
medium,100,23,4749.99,Sequential,True
medium,100,23,307.53,Using C++ for_each,True
medium,100,25,4065.31,Synchronization with thread director,False
medium,100,25,976.68,C++ any_of,False
medium,100,25,907.55,Using C++ for_each,False
medium,100,25,605.84,Recursive C++ for_each,False
medium,100,25,951.43,Using C++ async,False
medium,100,25,10748.0,Sequential,False
medium,100,25,907.65,Using C++ tasks,False
medium,100,25,1594.45,Recursive async,False
medium,100,27,5.3,Using C++ tasks,True
medium,100,27,108.72,Sequential,True
medium,100,27,49.95,Recursive C++ for_each,True
medium,100,27,33.27,Recursive async,True
medium,100,27,68.59,Synchronization with thread director,True
medium,100,27,41.72,C++ any_of,True
medium,100,27,5.24,Using C++ for_each,True
medium,100,27,5.27,Using C++ async,True
medium,100,26,9.12,Using C++ tasks,True
medium,100,26,9.01,Using C++ for_each,True
medium,100,26,90.02,Recursive C++ for_each,True
medium,100,26,61.92,Synchronization with thread director,True
medium,100,26,104.19,Sequential,True
medium,100,26,9.23,Using C++ async,True
medium,100,26,9.05,C++ any_of,True
medium,100,26,178.5,Recursive async,True
medium,100,14,854.84,Using C++ async,False
medium,100,14,854.57,C++ any_of,False
medium,100,14,612.9,Recursive C++ for_each,False
medium,100,14,854.93,Using C++ tasks,False
medium,100,14,1563.88,Recursive async,False
medium,100,14,858.36,Using C++ for_each,False
medium,100,14,10566.0,Sequential,False
medium,100,14,1173.77,Synchronization with thread director,False
medium,100,28,1156.52,Recursive async,True
medium,100,28,732.47,Sequential,True
medium,100,28,71.82,Using C++ async,True
medium,100,28,104.02,Using C++ tasks,True
medium,100,28,36.56,C++ any_of,True
medium,100,28,366.64,Recursive C++ for_each,True
medium,100,28,36.72,Using C++ for_each,True
medium,100,28,75.57,Synchronization with thread director,True
simple,0,49,0.0,Using C++ async,False
simple,0,49,0.0,Using C++ tasks,False
simple,0,49,0.0,Sequential,False
simple,0,49,0.02,Synchronization with thread director,False
simple,0,49,0.0,Recursive C++ for_each,False
simple,0,49,0.0,Recursive async,False
simple,0,49,0.0,C++ any_of,False
simple,0,49,0.0,Using C++ for_each,False
simple,0,48,0.27,Using C++ async,False
simple,0,48,0.49,Synchronization with thread director,False
simple,0,48,0.17,Recursive C++ for_each,False
simple,0,48,2.99,Recursive async,False
simple,0,48,0.05,Using C++ for_each,False
simple,0,48,0.1,Sequential,False
simple,0,48,0.31,Using C++ tasks,False
simple,0,48,0.08,C++ any_of,False
simple,0,45,0.01,Using C++ async,False
simple,0,45,0.01,Using C++ for_each,False
simple,0,45,0.01,Sequential,False
simple,0,45,0.55,Recursive async,False
simple,0,45,0.01,C++ any_of,False
simple,0,45,0.03,Synchronization with thread director,False
simple,0,45,0.01,Using C++ tasks,False
simple,0,45,0.02,Recursive C++ for_each,False
simple,0,43,0.03,C++ any_of,False
simple,0,43,0.02,Using C++ for_each,False
simple,0,43,0.3,Using C++ async,False
simple,0,43,0.13,Synchronization with thread director,False
simple,0,43,0.1,Recursive C++ for_each,False
simple,0,43,1.88,Recursive async,False
simple,0,43,0.29,Using C++ tasks,False
simple,0,43,0.04,Sequential,False
simple,0,41,0.03,Synchronization with thread director,True
simple,0,41,0.03,C++ any_of,True
simple,0,41,0.4,Using C++ async,True
simple,0,41,0.1,Recursive C++ for_each,True
simple,0,41,0.32,Using C++ tasks,True
simple,0,41,1.43,Recursive async,True
simple,0,41,0.01,Sequential,True
simple,0,41,0.04,Using C++ for_each,True
simple,0,39,0.13,Recursive C++ for_each,False
simple,0,39,0.3,Using C++ async,False
simple,0,39,0.47,Synchronization with thread director,False
simple,0,39,0.05,C++ any_of,False
